"Posição","Nome","Localidade","2005","2009","Unidade","Multiplicador"
"1.2.2.1.2.1.2.1","SUS","Amapá",,"2","estabelecimentos",1
"1.2.2.1.2.1.2.1","SUS","Tocantins",,"43","estabelecimentos",1
"1.2.2.1.2.1.2.1","SUS","Maranhão",,"56","estabelecimentos",1
"1.2.2.1.2.1.2.1","SUS","Piauí",,"74","estabelecimentos",1
"1.2.2.1.2.1.2.1","SUS","Ceará",,"65","estabelecimentos",1
"1.2.2.1.2.1.2.1","SUS","Rio Grande do Norte",,"59","estabelecimentos",1
"1.2.2.1.2.1.2.1","SUS","Paraíba",,"39","estabelecimentos",1
"1.2.2.1.2.1.2.1","SUS","Pernambuco",,"93","estabelecimentos",1
"1.2.2.1.2.1.2.1","SUS","Alagoas",,"49","estabelecimentos",1
"1.2.2.1.2.1.2.1","SUS","Sergipe",,"66","estabelecimentos",1
"1.2.2.1.2.1.2.1","SUS","Bahia",,"256","estabelecimentos",1
"1.2.2.1.2.1.2.1","SUS","Minas Gerais",,"447","estabelecimentos",1
"1.2.2.1.2.1.2.1","SUS","Espírito Santo",,"43","estabelecimentos",1
"1.2.2.1.2.1.2.1","SUS","Rio de Janeiro",,"246","estabelecimentos",1
"1.2.2.1.2.1.2.1","SUS","São Paulo",,"347","estabelecimentos",1
"1.2.2.1.2.1.2.1","SUS","Paraná",,"286","estabelecimentos",1
"1.2.2.1.2.1.2.1","SUS","Santa Catarina",,"150","estabelecimentos",1
"1.2.2.1.2.1.2.1","SUS","Rio Grande do Sul",,"218","estabelecimentos",1
"1.2.2.1.2.1.2.1","SUS","Mato Grosso do Sul",,"19","estabelecimentos",1
"1.2.2.1.2.1.2.1","SUS","Mato Grosso",,"30","estabelecimentos",1
"1.2.2.1.2.1.2.1","SUS","Goiás",,"236","estabelecimentos",1
"1.2.2.1.2.1.2.1","SUS","Distrito Federal",,"6","estabelecimentos",1
"1.2.3","Especializado",,,,"",""
"1.2.3.1","Tipo de atendimento",,,,"",""
"1.2.3.1.1","Com internação","Rondônia",,"3","estabelecimentos",1
"1.2.3.1.1","Com internação","Acre",,"3","estabelecimentos",1
"1.2.3.1.1","Com internação","Amazonas",,"2","estabelecimentos",1
"1.2.3.1.1","Com internação","Roraima",,"3","estabelecimentos",1
"1.2.3.1.1","Com internação","Pará",,"7","estabelecimentos",1
"1.2.3.1.1","Com internação","Amapá",,"2","estabelecimentos",1
"1.2.3.1.1","Com internação","Tocantins",,"7","estabelecimentos",1
"1.2.3.1.1","Com internação","Maranhão",,"18","estabelecimentos",1
"1.2.3.1.1","Com internação","Piauí",,"11","estabelecimentos",1
"1.2.3.1.1","Com internação","Ceará",,"19","estabelecimentos",1
"1.2.3.1.1","Com internação","Rio Grande do Norte",,"11","estabelecimentos",1
"1.2.3.1.1","Com internação","Paraíba",,"13","estabelecimentos",1
"1.2.3.1.1","Com internação","Pernambuco",,"37","estabelecimentos",1
"1.2.3.1.1","Com internação","Alagoas",,"18","estabelecimentos",1
"1.2.3.1.1","Com internação","Sergipe",,"11","estabelecimentos",1
"1.2.3.1.1","Com internação","Bahia",,"39","estabelecimentos",1
"1.2.3.1.1","Com internação","Minas Gerais",,"49","estabelecimentos",1
"1.2.3.1.1","Com internação","Espírito Santo",,"15","estabelecimentos",1
"1.2.3.1.1","Com internação","Rio de Janeiro",,"94","estabelecimentos",1
"1.2.3.1.1","Com internação","São Paulo",,"126","estabelecimentos",1
"1.2.3.1.1","Com internação","Paraná",,"38","estabelecimentos",1
"1.2.3.1.1","Com internação","Santa Catarina",,"19","estabelecimentos",1
"1.2.3.1.1","Com internação","Rio Grande do Sul",,"19","estabelecimentos",1
"1.2.3.1.1","Com internação","Mato Grosso do Sul",,"7","estabelecimentos",1
"1.2.3.1.1","Com internação","Mato Grosso",,"7","estabelecimentos",1
"1.2.3.1.1","Com internação","Goiás",,"52","estabelecimentos",1
"1.2.3.1.1","Com internação","Distrito Federal",,"12","estabelecimentos",1
"1.2.3.1.1.1","Esfera administrativa",,,,"",""
"1.2.3.1.1.1.1","Público","Rondônia",,"1","estabelecimentos",1
"1.2.3.1.1.1.1","Público","Acre",,"2","estabelecimentos",1
"1.2.3.1.1.1.1","Público","Amazonas",,"2","estabelecimentos",1
"1.2.3.1.1.1.1","Público","Roraima",,"3","estabelecimentos",1
"1.2.3.1.1.1.1","Público","Pará",,"0","estabelecimentos",1
"1.2.3.1.1.1.1","Público","Amapá",,"2","estabelecimentos",1
"1.2.3.1.1.1.1","Público","Tocantins",,"6","estabelecimentos",1
"1.2.3.1.1.1.1","Público","Maranhão",,"11","estabelecimentos",1
"1.2.3.1.1.1.1","Público","Piauí",,"4","estabelecimentos",1
"1.2.3.1.1.1.1","Público","Ceará",,"5","estabelecimentos",1
"1.2.3.1.1.1.1","Público","Rio Grande do Norte",,"6","estabelecimentos",1
"1.2.3.1.1.1.1","Público","Paraíba",,"4","estabelecimentos",1
"1.2.3.1.1.1.1","Público","Pernambuco",,"9","estabelecimentos",1
"1.2.3.1.1.1.1","Público","Alagoas",,"5","estabelecimentos",1
"1.2.3.1.1.1.1","Público","Sergipe",,"2","estabelecimentos",1
"1.2.3.1.1.1.1","Público","Bahia",,"11","estabelecimentos",1
"1.2.3.1.1.1.1","Público","Minas Gerais",,"3","estabelecimentos",1
"1.2.3.1.1.1.1","Público","Espírito Santo",,"3","estabelecimentos",1
"1.2.3.1.1.1.1","Público","Rio de Janeiro",,"22","estabelecimentos",1
"1.2.3.1.1.1.1","Público","São Paulo",,"22","estabelecimentos",1
"1.2.3.1.1.1.1","Público","Paraná",,"6","estabelecimentos",1
"1.2.3.1.1.1.1","Público","Santa Catarina",,"5","estabelecimentos",1
"1.2.3.1.1.1.1","Público","Rio Grande do Sul",,"0","estabelecimentos",1
"1.2.3.1.1.1.1","Público","Mato Grosso do Sul",,"2","estabelecimentos",1
"1.2.3.1.1.1.1","Público","Mato Grosso",,"1","estabelecimentos",1
"1.2.3.1.1.1.1","Público","Goiás",,"12","estabelecimentos",1
"1.2.3.1.1.1.1","Público","Distrito Federal",,"1","estabelecimentos",1
"1.2.3.1.1.1.2","Privado","Rondônia",,"2","estabelecimentos",1
"1.2.3.1.1.1.2","Privado","Acre",,"1","estabelecimentos",1
"1.2.3.1.1.1.2","Privado","Amazonas",,"0","estabelecimentos",1
"1.2.3.1.1.1.2","Privado","Roraima",,"0","estabelecimentos",1
"1.2.3.1.1.1.2","Privado","Pará",,"7","estabelecimentos",1
"1.2.3.1.1.1.2","Privado","Amapá",,"0","estabelecimentos",1
"1.2.3.1.1.1.2","Privado","Tocantins",,"1","estabelecimentos",1
"1.2.3.1.1.1.2","Privado","Maranhão",,"7","estabelecimentos",1
"1.2.3.1.1.1.2","Privado","Piauí",,"7","estabelecimentos",1
"1.2.3.1.1.1.2","Privado","Ceará",,"14","estabelecimentos",1
"1.2.3.1.1.1.2","Privado","Rio Grande do Norte",,"5","estabelecimentos",1
"1.2.3.1.1.1.2","Privado","Paraíba",,"9","estabelecimentos",1
"1.2.3.1.1.1.2","Privado","Pernambuco",,"28","estabelecimentos",1
"1.2.3.1.1.1.2","Privado","Alagoas",,"13","estabelecimentos",1
"1.2.3.1.1.1.2","Privado","Sergipe",,"9","estabelecimentos",1
"1.2.3.1.1.1.2","Privado","Bahia",,"28","estabelecimentos",1
"1.2.3.1.1.1.2","Privado","Minas Gerais",,"46","estabelecimentos",1
"1.2.3.1.1.1.2","Privado","Espírito Santo",,"12","estabelecimentos",1
"1.2.3.1.1.1.2","Privado","Rio de Janeiro",,"72","estabelecimentos",1
"1.2.3.1.1.1.2","Privado","São Paulo",,"104","estabelecimentos",1
"1.2.3.1.1.1.2","Privado","Paraná",,"32","estabelecimentos",1
"1.2.3.1.1.1.2","Privado","Santa Catarina",,"14","estabelecimentos",1
"1.2.3.1.1.1.2","Privado","Rio Grande do Sul",,"19","estabelecimentos",1
"1.2.3.1.1.1.2","Privado","Mato Grosso do Sul",,"5","estabelecimentos",1
"1.2.3.1.1.1.2","Privado","Mato Grosso",,"6","estabelecimentos",1
"1.2.3.1.1.1.2","Privado","Goiás",,"40","estabelecimentos",1
"1.2.3.1.1.1.2","Privado","Distrito Federal",,"11","estabelecimentos",1
"1.2.3.1.1.1.2.1","SUS","Rondônia",,"1","estabelecimentos",1
"1.2.3.1.1.1.2.1","SUS","Acre",,"0","estabelecimentos",1
"1.2.3.1.1.1.2.1","SUS","Amazonas",,"0","estabelecimentos",1
"1.2.3.1.1.1.2.1","SUS","Roraima",,"0","estabelecimentos",1
"1.2.3.1.1.1.2.1","SUS","Pará",,"2","estabelecimentos",1
"1.2.3.1.1.1.2.1","SUS","Amapá",,"0","estabelecimentos",1
"1.2.3.1.1.1.2.1","SUS","Tocantins",,"1","estabelecimentos",1
"1.2.3.1.1.1.2.1","SUS","Maranhão",,"5","estabelecimentos",1
"1.2.3.1.1.1.2.1","SUS","Piauí",,"4","estabelecimentos",1
"1.2.3.1.1.1.2.1","SUS","Ceará",,"13","estabelecimentos",1
"1.2.3.1.1.1.2.1","SUS","Rio Grande do Norte",,"4","estabelecimentos",1
"1.2.3.1.1.1.2.1","SUS","Paraíba",,"7","estabelecimentos",1
"1.2.3.1.1.1.2.1","SUS","Pernambuco",,"13","estabelecimentos",1
"1.2.3.1.1.1.2.1","SUS","Alagoas",,"12","estabelecimentos",1
"1.2.3.1.1.1.2.1","SUS","Sergipe",,"5","estabelecimentos",1
"1.2.3.1.1.1.2.1","SUS","Bahia",,"19","estabelecimentos",1
"1.2.3.1.1.1.2.1","SUS","Minas Gerais",,"20","estabelecimentos",1
"1.2.3.1.1.1.2.1","SUS","Espírito Santo",,"4","estabelecimentos",1
"1.2.3.1.1.1.2.1","SUS","Rio de Janeiro",,"30","estabelecimentos",1
"1.2.3.1.1.1.2.1","SUS","São Paulo",,"51","estabelecimentos",1
"1.2.3.1.1.1.2.1","SUS","Paraná",,"21","estabelecimentos",1
"1.2.3.1.1.1.2.1","SUS","Santa Catarina",,"5","estabelecimentos",1
"1.2.3.1.1.1.2.1","SUS","Rio Grande do Sul",,"8","estabelecimentos",1
"1.2.3.1.1.1.2.1","SUS","Mato Grosso do Sul",,"1","estabelecimentos",1
"1.2.3.1.1.1.2.1","SUS","Mato Grosso",,"5","estabelecimentos",1
"1.2.3.1.1.1.2.1","SUS","Goiás",,"28","estabelecimentos",1
"1.2.3.1.1.1.2.1","SUS","Distrito Federal",,"2","estabelecimentos",1
"1.2.3.1.2","Sem internação","Rondônia",,"266","estabelecimentos",1
"1.2.3.1.2","Sem internação","Acre",,"55","estabelecimentos",1
"1.2.3.1.2","Sem internação","Amazonas",,"135","estabelecimentos",1
"1.2.3.1.2","Sem internação","Roraima",,"30","estabelecimentos",1
"1.2.3.1.2","Sem internação","Pará",,"316","estabelecimentos",1
"1.2.3.1.2","Sem internação","Amapá",,"42","estabelecimentos",1
"1.2.3.1.2","Sem internação","Tocantins",,"140","estabelecimentos",1
"1.2.3.1.2","Sem internação","Maranhão",,"318","estabelecimentos",1
"1.2.3.1.2","Sem internação","Piauí",,"371","estabelecimentos",1
"1.2.3.1.2","Sem internação","Ceará",,"695","estabelecimentos",1
"1.2.3.1.2","Sem internação","Rio Grande do Norte",,"394","estabelecimentos",1
"1.2.3.1.2","Sem internação","Paraíba",,"585","estabelecimentos",1
"1.2.3.1.2","Sem internação","Pernambuco",,"854","estabelecimentos",1
"1.2.3.1.2","Sem internação","Alagoas",,"148","estabelecimentos",1
"1.2.3.1.2","Sem internação","Sergipe",,"155","estabelecimentos",1
"1.2.3.1.2","Sem internação","Bahia",,"2060","estabelecimentos",1
"1.2.3.1.2","Sem internação","Minas Gerais",,"3805","estabelecimentos",1
"1.2.3.1.2","Sem internação","Espírito Santo",,"704","estabelecimentos",1
"1.2.3.1.2","Sem internação","Rio de Janeiro",,"2219","estabelecimentos",1
"1.2.3.1.2","Sem internação","São Paulo",,"4713","estabelecimentos",1
"1.2.3.1.2","Sem internação","Paraná",,"1612","estabelecimentos",1
"1.2.3.1.2","Sem internação","Santa Catarina",,"1600","estabelecimentos",1
"1.2.3.1.2","Sem internação","Rio Grande do Sul",,"1950","estabelecimentos",1
"1.2.3.1.2","Sem internação","Mato Grosso do Sul",,"426","estabelecimentos",1
"1.2.3.1.2","Sem internação","Mato Grosso",,"514","estabelecimentos",1
"1.2.3.1.2","Sem internação","Goiás",,"673","estabelecimentos",1
"1.2.3.1.2","Sem internação","Distrito Federal",,"1101","estabelecimentos",1
"1.2.3.1.2.1","Esfera administrativa",,,,"",""
"1.2.3.1.2.1.1","Público","Rondônia",,"37","estabelecimentos",1
"1.2.3.1.2.1.1","Público","Acre",,"6","estabelecimentos",1
"1.2.3.1.2.1.1","Público","Amazonas",,"13","estabelecimentos",1
"1.2.3.1.2.1.1","Público","Roraima",,"5","estabelecimentos",1
"1.2.3.1.2.1.1","Público","Pará",,"56","estabelecimentos",1
"1.2.3.1.2.1.1","Público","Amapá",,"2","estabelecimentos",1
"1.2.3.1.2.1.1","Público","Tocantins",,"26","estabelecimentos",1
"1.2.3.1.2.1.1","Público","Maranhão",,"45","estabelecimentos",1
"1.2.3.1.2.1.1","Público","Piauí",,"36","estabelecimentos",1
"1.2.3.1.2.1.1","Público","Ceará",,"216","estabelecimentos",1
"1.2.3.1.2.1.1","Público","Rio Grande do Norte",,"40","estabelecimentos",1
"1.2.3.1.2.1.1","Público","Paraíba",,"83","estabelecimentos",1
"1.2.3.1.2.1.1","Público","Pernambuco",,"110","estabelecimentos",1
"1.2.3.1.2.1.1","Público","Alagoas",,"39","estabelecimentos",1
"1.2.3.1.2.1.1","Público","Sergipe",,"34","estabelecimentos",1
"1.2.3.1.2.1.1","Público","Bahia",,"146","estabelecimentos",1
"1.2.3.1.2.1.1","Público","Minas Gerais",,"799","estabelecimentos",1
"1.2.3.1.2.1.1","Público","Espírito Santo",,"54","estabelecimentos",1
"1.2.3.1.2.1.1","Público","Rio de Janeiro",,"156","estabelecimentos",1
"1.2.3.1.2.1.1","Público","São Paulo",,"477","estabelecimentos",1
"1.2.3.1.2.1.1","Público","Paraná",,"121","estabelecimentos",1
"1.2.3.1.2.1.1","Público","Santa Catarina",,"73","estabelecimentos",1
"1.2.3.1.2.1.1","Público","Rio Grande do Sul",,"110","estabelecimentos",1
"1.2.3.1.2.1.1","Público","Mato Grosso do Sul",,"59","estabelecimentos",1
"1.2.3.1.2.1.1","Público","Mato Grosso",,"130","estabelecimentos",1
"1.2.3.1.2.1.1","Público","Goiás",,"57","estabelecimentos",1
"1.2.3.1.2.1.1","Público","Distrito Federal",,"7","estabelecimentos",1
"1.2.3.1.2.1.2","Privado","Rondônia",,"229","estabelecimentos",1
"1.2.3.1.2.1.2","Privado","Acre",,"49","estabelecimentos",1
"1.2.3.1.2.1.2","Privado","Amazonas",,"122","estabelecimentos",1
"1.2.3.1.2.1.2","Privado","Roraima",,"25","estabelecimentos",1
"1.2.3.1.2.1.2","Privado","Pará",,"260","estabelecimentos",1
"1.2.3.1.2.1.2","Privado","Amapá",,"40","estabelecimentos",1
"1.2.3.1.2.1.2","Privado","Tocantins",,"114","estabelecimentos",1
"1.2.3.1.2.1.2","Privado","Maranhão",,"273","estabelecimentos",1
"1.2.3.1.2.1.2","Privado","Piauí",,"335","estabelecimentos",1
"1.2.3.1.2.1.2","Privado","Ceará",,"479","estabelecimentos",1
"1.2.3.1.2.1.2","Privado","Rio Grande do Norte",,"354","estabelecimentos",1
"1.2.3.1.2.1.2","Privado","Paraíba",,"502","estabelecimentos",1
"1.2.3.1.2.1.2","Privado","Pernambuco",,"744","estabelecimentos",1
"1.2.3.1.2.1.2","Privado","Alagoas",,"109","estabelecimentos",1
"1.2.3.1.2.1.2","Privado","Sergipe",,"121","estabelecimentos",1
"1.2.3.1.2.1.2","Privado","Bahia",,"1914","estabelecimentos",1
"1.2.3.1.2.1.2","Privado","Minas Gerais",,"3006","estabelecimentos",1
"1.2.3.1.2.1.2","Privado","Espírito Santo",,"650","estabelecimentos",1
"1.2.3.1.2.1.2","Privado","Rio de Janeiro",,"2063","estabelecimentos",1
"1.2.3.1.2.1.2","Privado","São Paulo",,"4236","estabelecimentos",1
"1.2.3.1.2.1.2","Privado","Paraná",,"1491","estabelecimentos",1
"1.2.3.1.2.1.2","Privado","Santa Catarina",,"1527","estabelecimentos",1
"1.2.3.1.2.1.2","Privado","Rio Grande do Sul",,"1840","estabelecimentos",1
"1.2.3.1.2.1.2","Privado","Mato Grosso do Sul",,"367","estabelecimentos",1
"1.2.3.1.2.1.2","Privado","Mato Grosso",,"384","estabelecimentos",1
"1.2.3.1.2.1.2","Privado","Goiás",,"616","estabelecimentos",1
"1.2.3.1.2.1.2","Privado","Distrito Federal",,"1094","estabelecimentos",1
"1.2.3.1.2.1.2.1","SUS","Rondônia",,"51","estabelecimentos",1
"1.2.3.1.2.1.2.1","SUS","Acre",,"3","estabelecimentos",1
"1.2.3.1.2.1.2.1","SUS","Amazonas",,"41","estabelecimentos",1
"1.2.3.1.2.1.2.1","SUS","Roraima",,"9","estabelecimentos",1
"1.2.3.1.2.1.2.1","SUS","Pará",,"70","estabelecimentos",1
"1.2.3.1.2.1.2.1","SUS","Amapá",,"2","estabelecimentos",1
"1.2.3.1.2.1.2.1","SUS","Tocantins",,"43","estabelecimentos",1
"1.2.3.1.2.1.2.1","SUS","Maranhão",,"73","estabelecimentos",1
"1.2.3.1.2.1.2.1","SUS","Piauí",,"167","estabelecimentos",1
"1.2.3.1.2.1.2.1","SUS","Ceará",,"147","estabelecimentos",1
"1.2.3.1.2.1.2.1","SUS","Rio Grande do Norte",,"113","estabelecimentos",1
"1.2.3.1.2.1.2.1","SUS","Paraíba",,"82","estabelecimentos",1
"1.2.3.1.2.1.2.1","SUS","Pernambuco",,"153","estabelecimentos",1
"1.2.3.1.2.1.2.1","SUS","Alagoas",,"51","estabelecimentos",1
"1.2.3.1.2.1.2.1","SUS","Sergipe",,"66","estabelecimentos",1
"1.2.3.1.2.1.2.1","SUS","Bahia",,"431","estabelecimentos",1
"1.2.3.1.2.1.2.1","SUS","Minas Gerais",,"811","estabelecimentos",1
"1.2.3.1.2.1.2.1","SUS","Espírito Santo",,"165","estabelecimentos",1
"1.2.3.1.2.1.2.1","SUS","Rio de Janeiro",,"251","estabelecimentos",1
"1.2.3.1.2.1.2.1","SUS","São Paulo",,"608","estabelecimentos",1
"1.2.3.1.2.1.2.1","SUS","Paraná",,"542","estabelecimentos",1
"1.2.3.1.2.1.2.1","SUS","Santa Catarina",,"584","estabelecimentos",1
"1.2.3.1.2.1.2.1","SUS","Rio Grande do Sul",,"679","estabelecimentos",1
"1.2.3.1.2.1.2.1","SUS","Mato Grosso do Sul",,"62","estabelecimentos",1
"1.2.3.1.2.1.2.1","SUS","Mato Grosso",,"72","estabelecimentos",1
"1.2.3.1.2.1.2.1","SUS","Goiás",,"183","estabelecimentos",1
"1.2.3.1.2.1.2.1","SUS","Distrito Federal",,"6","estabelecimentos",1
"1.3","Esfera administrativa",,,,"",""
"1.3.1","Privado","Rondônia",,"366","estabelecimentos",1
"1.3.1","Privado","Acre",,"92","estabelecimentos",1
"1.3.1","Privado","Amazonas",,"224","estabelecimentos",1
"1.3.1","Privado","Roraima",,"56","estabelecimentos",1
"1.3.1","Privado","Pará",,"685","estabelecimentos",1
"1.3.1","Privado","Amapá",,"71","estabelecimentos",1
"1.3.1","Privado","Tocantins",,"235","estabelecimentos",1
"1.3.1","Privado","Maranhão",,"527","estabelecimentos",1
"1.3.1","Privado","Piauí",,"595","estabelecimentos",1
"1.3.1","Privado","Ceará",,"938","estabelecimentos",1
"1.3.1","Privado","Rio Grande do Norte",,"638","estabelecimentos",1
"1.3.1","Privado","Paraíba",,"797","estabelecimentos",1
"1.3.1","Privado","Pernambuco",,"1385","estabelecimentos",1
"1.3.1","Privado","Alagoas",,"273","estabelecimentos",1
"1.3.1","Privado","Sergipe",,"325","estabelecimentos",1
"1.3.1","Privado","Bahia",,"3408","estabelecimentos",1
"1.3.1","Privado","Minas Gerais",,"5238","estabelecimentos",1
"1.3.1","Privado","Espírito Santo",,"1086","estabelecimentos",1
"1.3.1","Privado","Rio de Janeiro",,"4101","estabelecimentos",1
"1.3.1","Privado","São Paulo",,"8365","estabelecimentos",1
"1.3.1","Privado","Paraná",,"2806","estabelecimentos",1
"1.3.1","Privado","Santa Catarina",,"2513","estabelecimentos",1
"1.3.1","Privado","Rio Grande do Sul",,"3004","estabelecimentos",1
"1.3.1","Privado","Mato Grosso do Sul",,"634","estabelecimentos",1
"1.3.1","Privado","Mato Grosso",,"645","estabelecimentos",1
"1.3.1","Privado","Goiás",,"1434","estabelecimentos",1
"1.3.1","Privado","Distrito Federal",,"1608","estabelecimentos",1
"1.3.1.1","Com fins lucrativos","Rondônia",,"351","estabelecimentos",1
"1.3.1.1","Com fins lucrativos","Acre",,"84","estabelecimentos",1
"1.3.1.1","Com fins lucrativos","Amazonas",,"216","estabelecimentos",1
"1.3.1.1","Com fins lucrativos","Roraima",,"51","estabelecimentos",1
"1.3.1.1","Com fins lucrativos","Pará",,"631","estabelecimentos",1
"1.3.1.1","Com fins lucrativos","Amapá",,"68","estabelecimentos",1
"1.3.1.1","Com fins lucrativos","Tocantins",,"219","estabelecimentos",1
"1.3.1.1","Com fins lucrativos","Maranhão",,"500","estabelecimentos",1
"1.3.1.1","Com fins lucrativos","Piauí",,"564","estabelecimentos",1
"1.3.1.1","Com fins lucrativos","Ceará",,"828","estabelecimentos",1
"1.3.1.1","Com fins lucrativos","Rio Grande do Norte",,"576","estabelecimentos",1
"1.3.1.1","Com fins lucrativos","Paraíba",,"734","estabelecimentos",1
"1.3.1.1","Com fins lucrativos","Pernambuco",,"1269","estabelecimentos",1
"1.3.1.1","Com fins lucrativos","Alagoas",,"238","estabelecimentos",1
"1.3.1.1","Com fins lucrativos","Sergipe",,"278","estabelecimentos",1
"1.3.1.1","Com fins lucrativos","Bahia",,"3242","estabelecimentos",1
"1.3.1.1","Com fins lucrativos","Minas Gerais",,"4472","estabelecimentos",1
"1.3.1.1","Com fins lucrativos","Espírito Santo",,"1000","estabelecimentos",1
"1.3.1.1","Com fins lucrativos","Rio de Janeiro",,"3830","estabelecimentos",1
"1.3.1.1","Com fins lucrativos","São Paulo",,"7481","estabelecimentos",1
"1.3.1.1","Com fins lucrativos","Paraná",,"2524","estabelecimentos",1
"1.3.1.1","Com fins lucrativos","Santa Catarina",,"2237","estabelecimentos",1
"1.3.1.1","Com fins lucrativos","Rio Grande do Sul",,"2587","estabelecimentos",1
"1.3.1.1","Com fins lucrativos","Mato Grosso do Sul",,"558","estabelecimentos",1
"1.3.1.1","Com fins lucrativos","Mato Grosso",,"613","estabelecimentos",1
"1.3.1.1","Com fins lucrativos","Goiás",,"1369","estabelecimentos",1
"1.3.1.1","Com fins lucrativos","Distrito Federal",,"1584","estabelecimentos",1
"1.3.1.2","Sem fins lucrativos","Rondônia",,"15","estabelecimentos",1
"1.3.1.2","Sem fins lucrativos","Acre",,"8","estabelecimentos",1
"1.3.1.2","Sem fins lucrativos","Amazonas",,"8","estabelecimentos",1
"1.3.1.2","Sem fins lucrativos","Roraima",,"5","estabelecimentos",1
"1.3.1.2","Sem fins lucrativos","Pará",,"54","estabelecimentos",1
"1.3.1.2","Sem fins lucrativos","Amapá",,"3","estabelecimentos",1
"1.3.1.2","Sem fins lucrativos","Tocantins",,"16","estabelecimentos",1
"1.3.1.2","Sem fins lucrativos","Maranhão",,"27","estabelecimentos",1
"1.3.1.2","Sem fins lucrativos","Piauí",,"31","estabelecimentos",1
"1.3.1.2","Sem fins lucrativos","Ceará",,"110","estabelecimentos",1
"1.3.1.2","Sem fins lucrativos","Rio Grande do Norte",,"62","estabelecimentos",1
"1.3.1.2","Sem fins lucrativos","Paraíba",,"63","estabelecimentos",1
"1.3.1.2","Sem fins lucrativos","Pernambuco",,"116","estabelecimentos",1
"1.3.1.2","Sem fins lucrativos","Alagoas",,"35","estabelecimentos",1
"1.3.1.2","Sem fins lucrativos","Sergipe",,"47","estabelecimentos",1
"1.3.1.2","Sem fins lucrativos","Bahia",,"166","estabelecimentos",1
"1.3.1.2","Sem fins lucrativos","Minas Gerais",,"766","estabelecimentos",1
"1.3.1.2","Sem fins lucrativos","Espírito Santo",,"86","estabelecimentos",1
"1.3.1.2","Sem fins lucrativos","Rio de Janeiro",,"271","estabelecimentos",1
"1.3.1.2","Sem fins lucrativos","São Paulo",,"884","estabelecimentos",1
"1.3.1.2","Sem fins lucrativos","Paraná",,"282","estabelecimentos",1
"1.3.1.2","Sem fins lucrativos","Santa Catarina",,"276","estabelecimentos",1
"1.3.1.2","Sem fins lucrativos","Rio Grande do Sul",,"417","estabelecimentos",1
"1.3.1.2","Sem fins lucrativos","Mato Grosso do Sul",,"76","estabelecimentos",1
"1.3.1.2","Sem fins lucrativos","Mato Grosso",,"32","estabelecimentos",1
"1.3.1.2","Sem fins lucrativos","Goiás",,"65","estabelecimentos",1
"1.3.1.2","Sem fins lucrativos","Distrito Federal",,"24","estabelecimentos",1
"1.3.1.3","SUS","Rondônia",,"79","estabelecimentos",1
"1.3.1.3","SUS","Acre",,"8","estabelecimentos",1
"1.3.1.3","SUS","Amazonas",,"70","estabelecimentos",1
"1.3.1.3","SUS","Roraima",,"17","estabelecimentos",1
"1.3.1.3","SUS","Pará",,"247","estabelecimentos",1
"1.3.1.3","SUS","Amapá",,"5","estabelecimentos",1
"1.3.1.3","SUS","Tocantins",,"90","estabelecimentos",1
"1.3.1.3","SUS","Maranhão",,"177","estabelecimentos",1
"1.3.1.3","SUS","Piauí",,"293","estabelecimentos",1
"1.3.1.3","SUS","Ceará",,"300","estabelecimentos",1
"1.3.1.3","SUS","Rio Grande do Norte",,"226","estabelecimentos",1
"1.3.1.3","SUS","Paraíba",,"182","estabelecimentos",1
"1.3.1.3","SUS","Pernambuco",,"332","estabelecimentos",1
"1.3.1.3","SUS","Alagoas",,"138","estabelecimentos",1
"1.3.1.3","SUS","Sergipe",,"162","estabelecimentos",1
"1.3.1.3","SUS","Bahia",,"904","estabelecimentos",1
"1.3.1.3","SUS","Minas Gerais",,"1677","estabelecimentos",1
"1.3.1.3","SUS","Espírito Santo",,"276","estabelecimentos",1
"1.3.1.3","SUS","Rio de Janeiro",,"662","estabelecimentos",1
"1.3.1.3","SUS","São Paulo",,"1417","estabelecimentos",1
"1.3.1.3","SUS","Paraná",,"1122","estabelecimentos",1
"1.3.1.3","SUS","Santa Catarina",,"903","estabelecimentos",1
"1.3.1.3","SUS","Rio Grande do Sul",,"1186","estabelecimentos",1
"1.3.1.3","SUS","Mato Grosso do Sul",,"141","estabelecimentos",1
"1.3.1.3","SUS","Mato Grosso",,"160","estabelecimentos",1
"1.3.1.3","SUS","Goiás",,"568","estabelecimentos",1
"1.3.1.3","SUS","Distrito Federal",,"38","estabelecimentos",1
"1.3.2","Público","Rondônia",,"354","estabelecimentos",1
"1.3.2","Público","Acre",,"288","estabelecimentos",1
"1.3.2","Público","Amazonas",,"786","estabelecimentos",1
"1.3.2","Público","Roraima",,"388","estabelecimentos",1
"1.3.2","Público","Pará",,"2057","estabelecimentos",1
"1.3.2","Público","Amapá",,"217","estabelecimentos",1
"1.3.2","Público","Tocantins",,"486","estabelecimentos",1
"1.3.2","Público","Maranhão",,"2094","estabelecimentos",1
"1.3.2","Público","Piauí",,"1498","estabelecimentos",1
"1.3.2","Público","Ceará",,"3100","estabelecimentos",1
"1.3.2","Público","Rio Grande do Norte",,"1294","estabelecimentos",1
"1.3.2","Público","Paraíba",,"1825","estabelecimentos",1
"1.3.2","Público","Pernambuco",,"2764","estabelecimentos",1
"1.3.2","Público","Alagoas",,"1203","estabelecimentos",1
